loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,loan_status,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
39200, 60 months,10.72,846.84,B,8 years,MORTGAGE,136800.0,Source Verified,home_improvement,14.66,0.0,Current,1,1,8,0,1,2,10260.0
35000, 60 months,9.99,743.48,B,4 years,MORTGAGE,94000.0,Source Verified,credit_card,24.48,0.0,Fully Paid,1,1,4,0,1,3,7050.0
31000, 36 months,14.99,1074.48,C,10+ years,OWN,105000.0,Source Verified,debt_consolidation,31.1,0.0,Current,0,2,10,1,1,1,7875.0
3200, 36 months,10.91,104.63,B,2 years,RENT,35000.0,Not Verified,credit_card,9.74,0.0,Fully Paid,0,1,2,2,2,3,0.0
30000, 36 months,14.65,1034.83,C,6 years,OWN,300000.0,Verified,other,16.62,1.0,Charged Off,0,2,6,1,0,0,22500.0
2000, 36 months,13.56,67.93,C,5 years,MORTGAGE,40000.0,Source Verified,home_improvement,16.56,0.0,Current,0,2,5,0,1,2,0.0
10000, 60 months,14.07,233.05,C,< 1 year,RENT,70000.0,Not Verified,major_purchase,8.55,0.0,Current,1,2,0,2,2,7,5250.0
35000, 60 months,17.97,888.2,D,2 years,MORTGAGE,96595.0,Source Verified,debt_consolidation,29.77,0.0,Fully Paid,1,3,2,0,1,1,7244.625
9000, 36 months,8.99,286.16,B,10+ years,RENT,41600.0,Source Verified,small_business,12.26,0.0,Current,0,1,10,2,1,5,0.0
4000, 36 months,12.74,134.28,C,10+ years,OWN,70000.0,Verified,debt_consolidation,15.89,2.0,Fully Paid,0,2,10,1,0,1,5250.0
6000, 36 months,11.44,197.69,B,7 years,RENT,77000.0,Verified,debt_consolidation,7.42,0.0,Fully Paid,0,1,7,2,0,1,5775.0
10000, 60 months,10.49,214.89,B,10+ years,MORTGAGE,60000.0,Not Verified,home_improvement,10.81,0.0,Fully Paid,1,1,10,0,2,2,0.0
6000, 36 months,10.42,194.79,B,4 years,OWN,20000.0,Source Verified,credit_card,16.87,0.0,Fully Paid,0,1,4,1,1,3,0.0
20000, 36 months,8.24,628.95,B,,MORTGAGE,120000.0,Not Verified,debt_consolidation,15.26,0.0,Fully Paid,0,1,-1,0,2,1,9000.0
30875, 60 months,12.29,691.34,C,10+ years,OWN,96719.0,Verified,debt_consolidation,28.01,0.0,Current,1,2,10,1,0,1,7253.925
9800, 36 months,18.84,358.44,E,,OWN,26000.0,Verified,credit_card,3.74,2.0,Fully Paid,0,4,-1,1,0,3,0.0
6500, 36 months,7.21,201.33,A,< 1 year,RENT,72000.0,Not Verified,debt_consolidation,1.78,0.0,Current,0,0,0,2,2,1,5400.0
7200, 36 months,8.9,228.63,A,6 years,RENT,37000.0,Not Verified,debt_consolidation,13.01,0.0,Fully Paid,0,0,6,2,2,1,0.0
3000, 36 months,11.49,98.92,B,10+ years,MORTGAGE,64571.0,Source Verified,debt_consolidation,21.06,1.0,Current,0,1,10,0,1,1,0.0
3000, 36 months,10.49,97.5,B,,RENT,21000.0,Not Verified,debt_consolidation,12.57,0.0,Fully Paid,0,1,-1,2,2,1,0.0
4500, 36 months,16.99,160.42,D,< 1 year,RENT,17000.0,Verified,debt_consolidation,28.32,0.0,Charged Off,0,3,0,2,0,1,0.0
12000, 36 months,8.24,377.37,B,7 years,MORTGAGE,51000.0,Not Verified,debt_consolidation,28.38,0.0,Fully Paid,0,1,7,0,2,1,0.0
12000, 36 months,8.18,377.04,B,5 years,RENT,42000.0,Source Verified,debt_consolidation,12.4,0.0,Fully Paid,0,1,5,2,1,1,0.0
10000, 36 months,11.99,332.1,B,10+ years,RENT,42000.0,Not Verified,credit_card,7.06,0.0,Fully Paid,0,1,10,2,2,3,0.0
8000, 36 months,9.99,258.1,B,1 year,RENT,40000.0,Source Verified,debt_consolidation,33.24,0.0,Fully Paid,0,1,1,2,1,1,0.0
19200, 36 months,7.89,600.69,A,10+ years,OWN,63000.0,Source Verified,home_improvement,21.12,1.0,Fully Paid,0,0,10,1,1,2,0.0
20000, 60 months,17.86,506.35,D,2 years,RENT,70000.0,Source Verified,debt_consolidation,27.65,0.0,Fully Paid,1,3,2,2,1,1,5250.0
23100, 60 months,28.69,728.89,F,8 years,RENT,70000.0,Verified,debt_consolidation,29.01,1.0,Charged Off,1,5,8,2,0,1,5250.0
24000, 60 months,16.02,583.89,C,7 years,RENT,96000.0,Source Verified,debt_consolidation,16.35,0.0,Current,1,2,7,2,1,1,7200.0
5000, 36 months,8.39,157.59,B,1 year,MORTGAGE,40000.0,Source Verified,credit_card,15.84,0.0,Fully Paid,0,1,1,0,1,3,0.0
35000, 60 months,13.99,814.21,C,,MORTGAGE,87168.0,Verified,debt_consolidation,32.67,0.0,Fully Paid,1,2,-1,0,0,1,6537.6
5000, 36 months,12.69,167.73,C,10+ years,RENT,65000.0,Source Verified,major_purchase,19.61,0.0,Fully Paid,0,2,10,2,1,7,0.0
20000, 36 months,6.07,609.08,A,10+ years,MORTGAGE,60000.0,Not Verified,debt_consolidation,14.54,0.0,Current,0,0,10,0,2,1,0.0
40000, 36 months,12.62,1340.45,C,< 1 year,OWN,125000.0,Verified,credit_card,15.45,0.0,Fully Paid,0,2,0,1,0,3,9375.0
12000, 60 months,10.42,257.46,B,6 years,RENT,26000.0,Not Verified,debt_consolidation,25.95,0.0,Current,1,1,6,2,2,1,0.0
20000, 60 months,9.16,416.73,B,10+ years,MORTGAGE,85000.0,Not Verified,debt_consolidation,20.54,0.0,Fully Paid,1,1,10,0,2,1,6375.0
10000, 36 months,9.44,320.05,B,10+ years,RENT,45000.0,Not Verified,credit_card,25.87,0.0,Current,0,1,10,2,2,3,0.0
1300, 36 months,10.49,42.25,B,10+ years,MORTGAGE,81000.0,Not Verified,other,6.68,0.0,Fully Paid,0,1,10,0,2,0,6075.0
12000, 60 months,12.74,271.45,C,4 years,MORTGAGE,72000.0,Not Verified,debt_consolidation,14.57,0.0,Current,1,2,4,0,2,1,5400.0
11000, 36 months,7.49,342.12,A,10+ years,RENT,90000.0,Source Verified,credit_card,6.79,0.0,Fully Paid,0,0,10,2,1,3,6750.0
20000, 60 months,18.99,518.71,D,9 years,MORTGAGE,50000.0,Not Verified,debt_consolidation,25.12,0.0,Charged Off,1,3,9,0,2,1,0.0
30225, 60 months,19.72,796.08,D,8 years,MORTGAGE,68000.0,Verified,debt_consolidation,29.51,0.0,Fully Paid,1,3,8,0,0,1,5100.0
3000, 36 months,11.8,99.36,B,8 years,RENT,51000.0,Source Verified,credit_card,17.6,1.0,Current,0,1,8,2,1,3,0.0
15000, 36 months,9.49,480.43,B,1 year,RENT,80000.0,Not Verified,credit_card,11.05,0.0,Fully Paid,0,1,1,2,2,3,6000.0
19200, 60 months,13.59,442.68,C,< 1 year,MORTGAGE,60000.0,Source Verified,credit_card,14.8,0.0,Current,1,2,0,0,1,3,0.0
15000, 36 months,19.92,556.85,D,6 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,13.25,1.0,Current,0,3,6,0,1,1,0.0
32000, 60 months,16.99,795.12,D,5 years,MORTGAGE,109000.0,Verified,debt_consolidation,22.26,0.0,Fully Paid,1,3,5,0,0,1,8175.0
8000, 36 months,6.99,246.99,A,< 1 year,RENT,40000.0,Source Verified,medical,15.03,0.0,Current,0,0,0,2,1,6,0.0
9300, 36 months,12.49,311.08,B,1 year,MORTGAGE,37000.0,Source Verified,debt_consolidation,19.1,0.0,Fully Paid,0,1,1,0,1,1,0.0
12000, 36 months,6.49,367.74,A,2 years,MORTGAGE,70000.0,Not Verified,credit_card,18.93,0.0,Fully Paid,0,0,2,0,2,3,5250.0
3500, 36 months,15.62,122.4,D,2 years,RENT,62400.0,Not Verified,major_purchase,15.35,0.0,Fully Paid,0,3,2,2,2,7,0.0
16000, 60 months,11.53,352.13,B,10+ years,MORTGAGE,124000.0,Source Verified,debt_consolidation,14.5,0.0,Charged Off,1,1,10,0,1,1,9300.0
10000, 36 months,5.32,301.15,A,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,18.41,0.0,Current,0,0,10,0,2,1,0.0
4500, 36 months,11.22,147.8,B,3 years,RENT,29000.0,Not Verified,credit_card,14.98,0.0,Fully Paid,0,1,3,2,2,3,0.0
15000, 36 months,6.11,457.08,A,9 years,RENT,72000.0,Not Verified,credit_card,22.17,0.0,Current,0,0,9,2,2,3,5400.0
8400, 36 months,14.09,287.46,B,10+ years,MORTGAGE,45000.0,Source Verified,home_improvement,7.84,0.0,Charged Off,0,1,10,0,1,2,0.0
35000, 60 months,15.31,838.36,C,10+ years,MORTGAGE,84000.0,Source Verified,debt_consolidation,22.43,0.0,Fully Paid,1,2,10,0,1,1,6300.0
20400, 60 months,15.61,491.88,D,4 years,RENT,49185.0,Verified,credit_card,23.22,0.0,Charged Off,1,3,4,2,0,3,0.0
24000, 36 months,18.99,879.63,D,3 years,OWN,85000.0,Verified,debt_consolidation,17.58,0.0,Late (31-120 days),0,3,3,1,0,1,6375.0
30000, 60 months,10.9,650.78,B,9 years,MORTGAGE,150000.0,Verified,debt_consolidation,23.43,0.0,Current,1,1,9,0,0,1,11250.0
7000, 36 months,13.05,236.03,B,8 years,RENT,40000.0,Not Verified,credit_card,20.13,0.0,Fully Paid,0,1,8,2,2,3,0.0
18000, 36 months,16.29,635.41,D,4 years,MORTGAGE,40000.0,Verified,debt_consolidation,33.75,4.0,Fully Paid,0,3,4,0,0,1,0.0
20000, 60 months,12.29,447.83,C,8 years,MORTGAGE,75000.0,Source Verified,debt_consolidation,17.79,3.0,Charged Off,1,2,8,0,1,1,5625.0
10000, 36 months,18.24,362.73,D,10+ years,MORTGAGE,48000.0,Not Verified,debt_consolidation,25.63,0.0,Fully Paid,0,3,10,0,2,1,0.0
4500, 60 months,14.27,105.34,C,5 years,RENT,30000.0,Not Verified,debt_consolidation,15.56,0.0,Fully Paid,1,2,5,2,2,1,0.0
5000, 36 months,11.99,166.05,C,,RENT,18000.0,Verified,debt_consolidation,27.27,1.0,Charged Off,0,2,-1,2,0,1,0.0
11000, 60 months,13.58,253.57,C,2 years,RENT,50000.0,Source Verified,debt_consolidation,16.59,0.0,Current,1,2,2,2,1,1,0.0
4000, 36 months,15.61,139.86,C,< 1 year,MORTGAGE,30000.0,Verified,debt_consolidation,25.6,0.0,Fully Paid,0,2,0,0,0,1,0.0
35000, 60 months,12.69,790.82,C,< 1 year,MORTGAGE,120000.0,Verified,debt_consolidation,12.23,2.0,Charged Off,1,2,0,0,0,1,9000.0
32000, 36 months,7.26,991.88,A,3 years,RENT,79000.0,Verified,credit_card,25.82,0.0,Fully Paid,0,0,3,2,0,3,5925.0
7900, 36 months,13.35,267.52,C,10+ years,MORTGAGE,37500.0,Not Verified,credit_card,16.16,0.0,Fully Paid,0,2,10,0,2,3,0.0
16000, 60 months,7.26,318.79,A,4 years,MORTGAGE,119600.0,Not Verified,credit_card,15.61,0.0,Charged Off,1,0,4,0,2,3,8970.0
10000, 36 months,14.64,344.9,C,10+ years,MORTGAGE,72500.0,Source Verified,credit_card,12.34,1.0,Fully Paid,0,2,10,0,1,3,5437.5
20000, 36 months,6.24,610.62,A,10+ years,MORTGAGE,71000.0,Source Verified,credit_card,20.38,0.0,Fully Paid,0,0,10,0,1,3,5325.0
26400, 36 months,7.21,817.7,A,10+ years,MORTGAGE,120000.0,Not Verified,credit_card,15.72,0.0,Fully Paid,0,0,10,0,2,3,9000.0
12000, 36 months,9.76,385.86,B,10+ years,MORTGAGE,70000.0,Not Verified,credit_card,18.38,0.0,Fully Paid,0,1,10,0,2,3,5250.0
22400, 36 months,12.99,754.64,C,3 years,RENT,68231.21,Verified,debt_consolidation,15.46,0.0,Fully Paid,0,2,3,2,0,1,5117.34075
35000, 60 months,23.13,989.29,F,< 1 year,RENT,152000.0,Verified,debt_consolidation,19.79,0.0,Charged Off,1,5,0,2,0,1,11400.0
6000, 36 months,17.99,216.89,D,1 year,RENT,30000.0,Source Verified,debt_consolidation,24.72,0.0,Fully Paid,0,3,1,2,1,1,0.0
3300, 36 months,7.49,102.64,A,3 years,RENT,52000.0,Not Verified,other,28.16,1.0,Current,0,0,3,2,2,0,0.0
36000, 36 months,6.67,1106.16,A,< 1 year,MORTGAGE,225000.0,Verified,debt_consolidation,9.5,0.0,Current,0,0,0,0,0,1,16875.0
10000, 36 months,11.31,328.86,B,10+ years,RENT,42000.0,Not Verified,debt_consolidation,15.97,1.0,Current,0,1,10,2,2,1,0.0
20000, 60 months,11.55,440.36,B,2 years,RENT,45000.0,Not Verified,vacation,18.43,0.0,Current,1,1,2,2,2,8,0.0
22000, 36 months,5.32,662.53,A,10+ years,MORTGAGE,100000.0,Verified,debt_consolidation,24.74,0.0,Current,0,0,10,0,0,1,7500.0
6000, 36 months,13.33,203.12,C,1 year,RENT,70000.0,Source Verified,debt_consolidation,20.5,0.0,Charged Off,0,2,1,2,1,1,5250.0
20800, 36 months,7.24,644.53,A,6 years,OWN,68000.0,Source Verified,debt_consolidation,15.16,0.0,Current,0,0,6,1,1,1,5100.0
12000, 60 months,16.99,298.17,D,8 years,MORTGAGE,35000.0,Source Verified,debt_consolidation,33.99,0.0,Current,1,3,8,0,1,1,0.0
10000, 36 months,10.49,324.98,B,10+ years,MORTGAGE,120000.0,Source Verified,home_improvement,4.69,0.0,Current,0,1,10,0,1,2,9000.0
16000, 60 months,26.24,481.33,E,6 years,RENT,72250.0,Not Verified,credit_card,22.63,0.0,Charged Off,1,4,6,2,2,3,5418.75
12000, 36 months,6.99,370.48,A,3 years,MORTGAGE,57000.0,Source Verified,home_improvement,23.45,0.0,Fully Paid,0,0,3,0,1,2,0.0
9000, 36 months,15.59,314.6,D,1 year,MORTGAGE,96000.0,Source Verified,debt_consolidation,15.4,6.0,Fully Paid,0,3,1,0,1,1,7200.0
5000, 36 months,8.0,156.69,A,10+ years,MORTGAGE,80000.0,Not Verified,home_improvement,3.75,0.0,Fully Paid,0,0,10,0,2,2,6000.0
6000, 36 months,13.49,203.59,C,4 years,MORTGAGE,33600.0,Source Verified,debt_consolidation,21.32,0.0,Current,0,2,4,0,1,1,0.0
7800, 36 months,11.39,256.81,B,9 years,MORTGAGE,70000.0,Verified,small_business,20.98,0.0,Current,0,1,9,0,0,5,5250.0
7800, 36 months,16.02,274.31,C,,RENT,24000.0,Verified,debt_consolidation,9.75,0.0,Charged Off,0,2,-1,2,0,1,0.0
9450, 36 months,17.56,339.56,D,< 1 year,RENT,34000.0,Not Verified,debt_consolidation,21.32,0.0,Charged Off,0,3,0,2,2,1,0.0
14000, 60 months,9.99,297.39,B,4 years,MORTGAGE,52975.0,Not Verified,credit_card,20.68,0.0,Current,1,1,4,0,2,3,0.0
3800, 36 months,6.99,117.32,A,10+ years,RENT,33142.0,Not Verified,medical,17.96,0.0,Current,0,0,10,2,2,6,0.0
12000, 36 months,9.75,385.8,B,10+ years,MORTGAGE,45000.0,Not Verified,credit_card,26.0,0.0,Current,0,1,10,0,2,3,0.0
21075, 60 months,18.99,546.59,E,7 years,MORTGAGE,52885.2,Source Verified,credit_card,21.01,4.0,Fully Paid,1,4,7,0,1,3,0.0
3000, 36 months,9.92,96.69,B,2 years,RENT,81000.0,Source Verified,other,12.77,0.0,Current,0,1,2,2,1,0,6075.0
15225, 36 months,9.99,491.2,B,10+ years,OWN,73000.0,Not Verified,credit_card,12.0,0.0,Fully Paid,0,1,10,1,2,3,5475.0
13000, 36 months,8.46,410.14,A,9 years,MORTGAGE,38000.0,Source Verified,credit_card,33.13,0.0,Current,0,0,9,0,1,3,0.0
16500, 36 months,6.97,509.25,A,10+ years,MORTGAGE,72746.0,Source Verified,debt_consolidation,21.64,1.0,Fully Paid,0,0,10,0,1,1,5455.95
5000, 36 months,7.26,154.99,A,3 years,RENT,41000.0,Verified,debt_consolidation,2.55,0.0,Fully Paid,0,0,3,2,0,1,0.0
9000, 36 months,10.75,293.59,B,2 years,RENT,90000.0,Source Verified,debt_consolidation,3.01,0.0,Charged Off,0,1,2,2,1,1,6750.0
25000, 36 months,11.99,830.24,C,10+ years,MORTGAGE,87000.0,Source Verified,credit_card,26.79,0.0,Fully Paid,0,2,10,0,1,3,6525.0
6500, 36 months,7.84,203.21,A,< 1 year,RENT,60000.0,Verified,debt_consolidation,15.04,0.0,Current,0,0,0,2,0,1,0.0
24000, 60 months,13.35,550.39,C,3 years,MORTGAGE,62000.0,Source Verified,credit_card,36.93,0.0,Current,1,2,3,0,1,3,0.0
7000, 36 months,10.15,226.37,B,10+ years,MORTGAGE,83000.0,Source Verified,debt_consolidation,0.8,0.0,Fully Paid,0,1,10,0,1,1,6225.0
20000, 36 months,6.49,612.89,A,1 year,MORTGAGE,71000.0,Source Verified,credit_card,19.98,0.0,Fully Paid,0,0,1,0,1,3,5325.0
3200, 36 months,19.19,117.61,E,10+ years,RENT,45000.0,Verified,other,34.15,0.0,Charged Off,0,4,10,2,0,0,0.0
20975, 60 months,16.55,516.23,D,10+ years,RENT,86000.0,Source Verified,credit_card,18.62,0.0,Current,1,3,10,2,1,3,6450.0
8800, 36 months,20.89,331.05,D,3 years,OWN,55000.0,Not Verified,debt_consolidation,20.62,0.0,Current,0,3,3,1,2,1,0.0
18000, 60 months,19.48,471.7,E,8 years,MORTGAGE,65000.0,Verified,debt_consolidation,14.29,0.0,Current,1,4,8,0,0,1,0.0
20000, 60 months,12.74,452.41,C,10+ years,MORTGAGE,180000.0,Source Verified,debt_consolidation,10.38,0.0,Fully Paid,1,2,10,0,1,1,13500.0
35000, 36 months,15.88,1228.43,C,3 years,RENT,120000.0,Verified,debt_consolidation,11.68,0.0,Fully Paid,0,2,3,2,0,1,9000.0
8475, 36 months,10.91,277.1,B,10+ years,OWN,45000.0,Source Verified,major_purchase,31.23,0.0,Fully Paid,0,1,10,1,1,7,0.0
20000, 60 months,15.61,482.23,C,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,8.86,0.0,Current,1,2,10,0,1,1,0.0
5900, 36 months,6.07,179.68,A,4 years,MORTGAGE,48410.0,Not Verified,debt_consolidation,20.13,0.0,Fully Paid,0,0,4,0,2,1,0.0
16000, 36 months,14.09,547.55,B,,MORTGAGE,42168.0,Verified,debt_consolidation,27.49,0.0,Fully Paid,0,1,-1,0,0,1,0.0
5000, 36 months,24.08,196.38,F,3 years,RENT,95000.0,Verified,small_business,19.37,0.0,Charged Off,0,5,3,2,0,5,7125.0
14625, 60 months,15.61,352.63,D,10+ years,RENT,55500.0,Source Verified,debt_consolidation,13.6,0.0,Charged Off,1,3,10,2,1,1,0.0
22000, 60 months,19.42,575.79,D,10+ years,MORTGAGE,98000.0,Not Verified,debt_consolidation,25.45,0.0,Current,1,3,10,0,2,1,7350.0
10000, 36 months,10.91,326.97,B,< 1 year,RENT,70000.0,Source Verified,credit_card,19.8,0.0,Fully Paid,0,1,0,2,1,3,5250.0
34425, 36 months,11.98,1143.08,B,10+ years,RENT,67000.0,Source Verified,credit_card,32.37,0.0,Current,0,1,10,2,1,3,5025.0
9775, 36 months,15.59,341.69,C,6 years,MORTGAGE,37000.0,Source Verified,debt_consolidation,14.82,0.0,Fully Paid,0,2,6,0,1,1,0.0
3500, 36 months,12.39,116.91,C,4 years,MORTGAGE,32000.0,Not Verified,debt_consolidation,23.33,0.0,Fully Paid,0,2,4,0,2,1,0.0
4000, 36 months,7.24,123.95,A,10+ years,RENT,61275.0,Source Verified,moving,22.39,0.0,Fully Paid,0,0,10,2,1,10,0.0
22000, 36 months,15.88,772.16,C,6 years,OWN,62000.0,Verified,debt_consolidation,14.01,0.0,Fully Paid,0,2,6,1,0,1,0.0
12000, 60 months,15.61,289.34,C,< 1 year,RENT,52000.0,Source Verified,debt_consolidation,24.07,0.0,Fully Paid,1,2,0,2,1,1,0.0
1200, 36 months,23.43,46.73,F,10+ years,MORTGAGE,25000.0,Source Verified,home_improvement,19.3,0.0,Fully Paid,0,5,10,0,1,2,0.0
22400, 60 months,9.44,469.79,B,10+ years,MORTGAGE,150000.0,Not Verified,credit_card,11.14,0.0,Current,1,1,10,0,2,3,11250.0
6000, 36 months,12.73,201.39,B,2 years,MORTGAGE,92000.0,Not Verified,credit_card,8.73,1.0,Current,0,1,2,0,2,3,6900.0
22000, 36 months,10.99,720.15,B,10+ years,MORTGAGE,64500.0,Source Verified,debt_consolidation,13.86,0.0,Fully Paid,0,1,10,0,1,1,0.0
22000, 36 months,21.97,839.85,E,8 years,RENT,102000.0,Verified,debt_consolidation,10.87,0.0,Fully Paid,0,4,8,2,0,1,7650.0
6000, 36 months,15.59,209.73,C,10+ years,RENT,40000.0,Source Verified,other,7.08,1.0,Fully Paid,0,2,10,2,1,0,0.0
14400, 36 months,8.9,457.25,A,9 years,MORTGAGE,120000.0,Source Verified,debt_consolidation,13.15,0.0,Fully Paid,0,0,9,0,1,1,9000.0
17500, 36 months,6.62,537.32,A,8 years,MORTGAGE,45000.0,Not Verified,home_improvement,14.4,0.0,Charged Off,0,0,8,0,2,2,0.0
10000, 36 months,11.49,329.72,B,8 years,MORTGAGE,75000.0,Verified,debt_consolidation,13.65,0.0,Current,0,1,8,0,0,1,5625.0
12000, 36 months,7.99,375.99,A,3 years,RENT,85000.0,Source Verified,debt_consolidation,12.63,0.0,Current,0,0,3,2,1,1,6375.0
10000, 60 months,9.93,212.13,B,10+ years,MORTGAGE,70000.0,Not Verified,debt_consolidation,13.48,1.0,Charged Off,1,1,10,0,2,1,5250.0
25000, 60 months,11.55,550.45,B,< 1 year,RENT,105000.0,Not Verified,debt_consolidation,14.59,0.0,Current,1,1,0,2,2,1,7875.0
3600, 36 months,12.79,120.94,C,3 years,RENT,32000.0,Source Verified,debt_consolidation,17.7,0.0,Fully Paid,0,2,3,2,1,1,0.0
15000, 36 months,6.97,462.96,A,2 years,MORTGAGE,63000.0,Source Verified,debt_consolidation,20.63,0.0,Fully Paid,0,0,2,0,1,1,0.0
19900, 36 months,18.99,729.36,D,10+ years,MORTGAGE,62000.0,Not Verified,debt_consolidation,36.47,0.0,Charged Off,0,3,10,0,2,1,0.0
20000, 36 months,8.39,630.34,B,5 years,OWN,52000.0,Verified,credit_card,20.36,0.0,Current,0,1,5,1,0,3,0.0
2000, 36 months,16.14,70.46,C,8 years,MORTGAGE,65000.0,Not Verified,other,13.92,1.0,Current,0,2,8,0,2,0,0.0
7200, 36 months,11.39,237.06,B,6 years,RENT,35000.0,Verified,debt_consolidation,18.8,0.0,Current,0,1,6,2,0,1,0.0
7500, 36 months,12.61,251.3,C,10+ years,MORTGAGE,50000.0,Source Verified,major_purchase,17.55,0.0,Current,0,2,10,0,1,7,0.0
9500, 36 months,13.67,323.17,C,6 years,MORTGAGE,35000.0,Source Verified,debt_consolidation,22.36,2.0,Fully Paid,0,2,6,0,1,1,0.0
16800, 36 months,12.99,565.98,B,9 years,RENT,80000.0,Not Verified,debt_consolidation,18.14,0.0,Fully Paid,0,1,9,2,2,1,6000.0
20000, 60 months,16.89,495.87,D,4 years,MORTGAGE,45000.0,Verified,debt_consolidation,17.07,0.0,Fully Paid,1,3,4,0,0,1,0.0
8000, 36 months,15.49,279.25,C,< 1 year,RENT,60000.0,Source Verified,major_purchase,12.48,1.0,Current,0,2,0,2,1,7,0.0
7000, 36 months,10.75,228.35,B,10+ years,RENT,30000.0,Not Verified,credit_card,27.98,2.0,Charged Off,0,1,10,2,2,3,0.0
11000, 60 months,17.57,276.77,D,10+ years,MORTGAGE,36000.0,Source Verified,debt_consolidation,24.1,0.0,Charged Off,1,3,10,0,1,1,0.0
10000, 60 months,26.77,303.99,E,7 years,OWN,40000.0,Not Verified,debt_consolidation,32.13,0.0,Current,1,4,7,1,2,1,0.0
14400, 60 months,7.89,291.23,A,8 years,MORTGAGE,56500.0,Not Verified,credit_card,21.52,1.0,Fully Paid,1,0,8,0,2,3,0.0
25000, 36 months,10.42,811.62,B,10+ years,MORTGAGE,105000.0,Verified,credit_card,11.27,6.0,Current,0,1,10,0,0,3,7875.0
9500, 36 months,7.21,294.25,A,3 years,RENT,55000.0,Source Verified,debt_consolidation,17.56,0.0,Current,0,0,3,2,1,1,0.0
5000, 36 months,9.49,160.15,B,8 years,MORTGAGE,56793.0,Source Verified,debt_consolidation,4.18,1.0,Fully Paid,0,1,8,0,1,1,0.0
3550, 36 months,16.99,126.55,D,10+ years,MORTGAGE,89000.0,Verified,debt_consolidation,6.46,0.0,Fully Paid,0,3,10,0,0,1,6675.0
24000, 36 months,10.75,782.9,B,5 years,RENT,150358.0,Verified,debt_consolidation,14.94,0.0,Charged Off,0,1,5,2,0,1,11276.85
28800, 60 months,9.17,600.22,B,10+ years,MORTGAGE,62000.0,Source Verified,credit_card,28.76,2.0,Fully Paid,1,1,10,0,1,3,0.0
5000, 36 months,11.99,166.05,B,2 years,RENT,130000.0,Source Verified,debt_consolidation,9.83,0.0,Charged Off,0,1,2,2,1,1,9750.0
20000, 60 months,18.06,508.53,D,10+ years,MORTGAGE,43877.0,Not Verified,debt_consolidation,17.15,0.0,Current,1,3,10,0,2,1,0.0
7800, 36 months,19.72,288.77,D,10+ years,MORTGAGE,109000.0,Not Verified,debt_consolidation,12.44,0.0,Charged Off,0,3,10,0,2,1,8175.0
13300, 60 months,27.49,410.03,F,,RENT,37000.0,Verified,debt_consolidation,20.89,3.0,Charged Off,1,5,-1,2,0,1,0.0
35000, 36 months,13.67,1190.62,C,3 years,RENT,120000.0,Verified,debt_consolidation,17.28,3.0,Fully Paid,0,2,3,2,0,1,9000.0
7000, 36 months,9.49,224.2,B,5 years,MORTGAGE,33000.0,Not Verified,home_improvement,16.25,0.0,Charged Off,0,1,5,0,2,2,0.0
15000, 36 months,14.47,516.1,C,10+ years,RENT,120000.0,Source Verified,other,17.94,1.0,Current,0,2,10,2,1,0,9000.0
20000, 36 months,10.64,651.37,B,10+ years,RENT,102000.0,Verified,debt_consolidation,4.05,0.0,Fully Paid,0,1,10,2,0,1,7650.0
32000, 60 months,20.0,847.81,D,6 years,MORTGAGE,94000.0,Source Verified,debt_consolidation,16.03,1.0,Current,1,3,6,0,1,1,7050.0
12000, 60 months,17.97,304.53,D,< 1 year,RENT,75000.0,Source Verified,credit_card,13.57,0.0,Current,1,3,0,2,1,3,5625.0
12000, 60 months,12.29,268.7,C,10+ years,RENT,42000.0,Source Verified,debt_consolidation,21.29,0.0,Charged Off,1,2,10,2,1,1,0.0
20000, 36 months,8.6,632.28,A,10+ years,OWN,67000.0,Verified,debt_consolidation,23.66,0.0,Fully Paid,0,0,10,1,0,1,5025.0
12000, 36 months,6.99,370.48,A,,MORTGAGE,52000.0,Verified,credit_card,18.97,0.0,Charged Off,0,0,-1,0,0,3,0.0
35000, 60 months,12.29,783.7,C,< 1 year,MORTGAGE,74000.0,Verified,credit_card,39.3,0.0,Current,1,2,0,0,0,3,5550.0
4500, 36 months,10.42,146.1,B,,MORTGAGE,45000.0,Not Verified,credit_card,32.48,0.0,Current,0,1,-1,0,2,3,0.0
8000, 36 months,16.2,282.05,C,10+ years,OWN,42000.0,Verified,home_improvement,9.17,0.0,Fully Paid,0,2,10,1,0,2,0.0
7500, 36 months,18.25,272.09,D,10+ years,MORTGAGE,115000.0,Not Verified,debt_consolidation,5.8,0.0,Fully Paid,0,3,10,0,2,1,8625.0
5000, 36 months,12.49,167.25,B,2 years,RENT,55000.0,Not Verified,credit_card,14.39,1.0,Fully Paid,0,1,2,2,2,3,0.0
14775, 60 months,20.89,398.8,D,7 years,RENT,56000.0,Not Verified,debt_consolidation,14.53,0.0,Current,1,3,7,2,2,1,0.0
13875, 60 months,20.99,375.29,E,10+ years,MORTGAGE,42000.0,Verified,debt_consolidation,35.14,0.0,Charged Off,1,4,10,0,0,1,0.0
