loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,loan_status,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
8000, 36 months,18.25,290.23,E,< 1 year,RENT,16000.0,Source Verified,credit_card,31.43,1.0,Fully Paid,0,4,0,2,1,3,0.0
30000, 36 months,13.33,1015.6,C,7 years,MORTGAGE,220000.0,Source Verified,debt_consolidation,9.3,0.0,Fully Paid,0,2,7,0,1,1,16500.0
24000, 36 months,9.99,774.3,B,10+ years,RENT,70000.0,Source Verified,debt_consolidation,25.52,0.0,Charged Off,0,1,10,2,1,1,5250.0
14400, 60 months,9.93,305.47,B,10+ years,RENT,75000.0,Not Verified,home_improvement,12.98,0.0,Current,1,1,10,2,2,2,5625.0
25000, 36 months,6.49,766.12,A,7 years,MORTGAGE,130000.0,Not Verified,debt_consolidation,21.53,0.0,Current,0,0,7,0,2,1,9750.0
29175, 60 months,17.86,738.64,D,9 years,MORTGAGE,73000.0,Verified,credit_card,35.48,0.0,Charged Off,1,3,9,0,0,3,5475.0
12000, 36 months,14.3,411.89,C,8 years,OWN,55000.0,Not Verified,home_improvement,27.23,0.0,Fully Paid,0,2,8,1,2,2,0.0
11000, 36 months,7.29,341.11,A,8 years,RENT,44000.0,Not Verified,wedding,14.1,0.0,Fully Paid,0,0,8,2,2,11,0.0
35000, 60 months,19.99,927.1,D,10+ years,OWN,148000.0,Verified,debt_consolidation,17.21,3.0,Charged Off,1,3,10,1,0,1,11100.0
4500, 36 months,5.31,135.5,A,6 years,RENT,47000.0,Not Verified,credit_card,10.83,0.0,Current,0,0,6,2,2,3,0.0
25000, 36 months,9.43,800.01,B,8 years,RENT,125000.0,Source Verified,debt_consolidation,16.2,0.0,Late (31-120 days),0,1,8,2,1,1,9375.0
14000, 36 months,6.89,431.58,A,10+ years,MORTGAGE,100000.0,Not Verified,credit_card,32.08,0.0,Fully Paid,0,0,10,0,2,3,7500.0
30000, 36 months,16.89,1067.95,D,3 years,RENT,160000.0,Verified,debt_consolidation,6.33,0.0,Fully Paid,0,3,3,2,0,1,12000.0
6025, 36 months,16.91,214.54,C,10+ years,RENT,50000.0,Not Verified,debt_consolidation,18.51,0.0,Current,0,2,10,2,2,1,0.0
24000, 60 months,15.61,578.68,C,7 years,MORTGAGE,80000.0,Source Verified,debt_consolidation,9.45,1.0,Fully Paid,1,2,7,0,1,1,6000.0
10000, 36 months,5.32,301.15,A,4 years,MORTGAGE,100912.0,Not Verified,credit_card,20.3,0.0,Current,0,0,4,0,2,3,7568.4
9600, 36 months,16.14,338.18,C,,MORTGAGE,54000.0,Verified,credit_card,46.54,0.0,Current,0,2,-1,0,0,3,0.0
7475, 36 months,9.17,238.3,B,2 years,MORTGAGE,94000.0,Source Verified,credit_card,17.83,0.0,Fully Paid,0,1,2,0,1,3,7050.0
15000, 60 months,21.99,414.2,F,3 years,MORTGAGE,55000.0,Not Verified,medical,20.9,0.0,Fully Paid,1,5,3,0,2,6,0.0
3300, 36 months,12.74,110.78,C,1 year,RENT,60000.0,Source Verified,other,14.77,0.0,Charged Off,0,2,1,2,1,0,0.0
13000, 60 months,11.48,285.78,B,8 years,MORTGAGE,115000.0,Not Verified,credit_card,5.64,0.0,Fully Paid,1,1,8,0,2,3,8625.0
9000, 36 months,15.02,312.08,C,< 1 year,RENT,55000.0,Source Verified,major_purchase,21.43,0.0,Current,0,2,0,2,1,7,0.0
28000, 60 months,10.42,600.73,B,9 years,OWN,100000.0,Not Verified,debt_consolidation,21.25,0.0,Charged Off,1,1,9,1,2,1,7500.0
17000, 60 months,19.03,441.28,E,7 years,RENT,56000.0,Verified,debt_consolidation,17.27,0.0,Charged Off,1,4,7,2,0,1,0.0
10000, 36 months,16.02,351.67,C,5 years,RENT,40000.0,Source Verified,debt_consolidation,27.66,2.0,Current,0,2,5,2,1,1,0.0
8400, 36 months,15.31,292.47,C,4 years,RENT,60000.0,Source Verified,other,13.69,0.0,Charged Off,0,2,4,2,1,0,0.0
11000, 36 months,8.46,347.04,A,10+ years,MORTGAGE,80000.0,Not Verified,credit_card,35.09,1.0,Current,0,0,10,0,2,3,6000.0
8025, 36 months,5.31,241.64,A,10+ years,MORTGAGE,55000.0,Verified,credit_card,16.98,0.0,Current,0,0,10,0,0,3,0.0
32000, 36 months,15.02,1109.61,C,5 years,RENT,70000.0,Verified,debt_consolidation,28.33,0.0,Current,0,2,5,2,0,1,5250.0
7000, 36 months,6.67,215.09,A,2 years,MORTGAGE,55000.0,Verified,debt_consolidation,14.42,0.0,Current,0,0,2,0,0,1,0.0
4000, 36 months,16.14,140.91,C,10+ years,RENT,40000.0,Source Verified,other,13.74,0.0,Current,0,2,10,2,1,0,0.0
3500, 36 months,6.99,108.06,A,6 years,MORTGAGE,45000.0,Not Verified,credit_card,8.39,0.0,Fully Paid,0,0,6,0,2,3,0.0
3600, 36 months,7.99,112.8,A,5 years,OWN,52000.0,Not Verified,credit_card,15.65,0.0,Fully Paid,0,0,5,1,2,3,0.0
16000, 36 months,7.35,496.6,A,10+ years,RENT,45000.0,Not Verified,credit_card,13.96,0.0,Current,0,0,10,2,2,3,0.0
20000, 60 months,17.57,503.21,D,10+ years,MORTGAGE,83000.0,Not Verified,debt_consolidation,23.45,0.0,Charged Off,1,3,10,0,2,1,6225.0
10000, 36 months,7.89,312.86,A,,RENT,55000.0,Source Verified,credit_card,14.9,0.0,Fully Paid,0,0,-1,2,1,3,0.0
25600, 36 months,6.89,789.17,A,10+ years,MORTGAGE,100000.0,Verified,debt_consolidation,33.28,0.0,Fully Paid,0,0,10,0,0,1,7500.0
6000, 36 months,11.99,199.26,B,7 years,MORTGAGE,100000.0,Not Verified,debt_consolidation,9.53,0.0,Charged Off,0,1,7,0,2,1,7500.0
13550, 36 months,7.21,419.69,A,7 years,RENT,138713.68,Source Verified,credit_card,23.86,0.0,Current,0,0,7,2,1,3,10403.526
8950, 36 months,7.62,278.9,A,10+ years,RENT,102000.0,Verified,debt_consolidation,6.16,0.0,Fully Paid,0,0,10,2,0,1,7650.0
25575, 36 months,24.11,1004.86,F,2 years,RENT,58180.0,Source Verified,debt_consolidation,36.82,0.0,Charged Off,0,5,2,2,1,1,0.0
6000, 36 months,14.65,206.97,C,10+ years,RENT,26160.0,Verified,other,24.31,0.0,Charged Off,0,2,10,2,0,0,0.0
33425, 60 months,12.35,749.45,B,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,20.77,0.0,Fully Paid,1,1,10,0,0,1,5625.0
8000, 36 months,15.99,281.22,C,9 years,RENT,47000.0,Verified,debt_consolidation,33.09,0.0,Charged Off,0,2,9,2,0,1,0.0
16000, 36 months,13.99,546.77,C,2 years,RENT,70000.0,Not Verified,debt_consolidation,20.5,0.0,Fully Paid,0,2,2,2,2,1,5250.0
17100, 60 months,11.49,375.99,B,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,34.77,0.0,Current,1,1,10,0,0,1,5625.0
4200, 36 months,11.99,139.49,B,8 years,RENT,70000.0,Not Verified,debt_consolidation,25.27,0.0,Current,0,1,8,2,2,1,5250.0
10000, 36 months,13.59,339.79,C,3 years,MORTGAGE,58888.0,Verified,debt_consolidation,22.36,0.0,Fully Paid,0,2,3,0,0,1,0.0
20000, 60 months,16.55,492.23,D,8 years,MORTGAGE,79000.0,Source Verified,home_improvement,18.68,0.0,Fully Paid,1,3,8,0,1,2,5925.0
7500, 36 months,9.99,241.97,B,8 years,RENT,45000.0,Verified,debt_consolidation,4.32,3.0,Fully Paid,0,1,8,2,0,1,0.0
2000, 36 months,11.99,66.42,B,10+ years,MORTGAGE,62000.0,Verified,other,28.49,1.0,Current,0,1,10,0,0,0,0.0
9000, 36 months,12.74,302.12,C,10+ years,MORTGAGE,80000.0,Not Verified,debt_consolidation,33.39,0.0,Fully Paid,0,2,10,0,2,1,6000.0
25000, 36 months,7.21,774.34,A,2 years,MORTGAGE,280000.0,Source Verified,credit_card,14.64,0.0,Current,0,0,2,0,1,3,21000.0
1200, 36 months,15.68,42.01,E,< 1 year,RENT,40000.0,Not Verified,credit_card,20.58,0.0,Does not meet the credit policy. Status:Fully Paid,0,4,0,2,2,3,0.0
14400, 36 months,10.49,467.97,B,5 years,RENT,52000.0,Source Verified,debt_consolidation,11.57,0.0,Fully Paid,0,1,5,2,1,1,0.0
7000, 36 months,7.97,219.26,A,< 1 year,MORTGAGE,90000.0,Not Verified,home_improvement,11.47,0.0,Current,0,0,0,0,2,2,6750.0
20000, 60 months,10.99,434.75,B,< 1 year,RENT,98000.0,Source Verified,debt_consolidation,10.75,0.0,Fully Paid,1,1,0,2,1,1,7350.0
12000, 36 months,11.06,393.21,B,,RENT,87000.0,Verified,credit_card,18.14,1.0,Current,0,1,-1,2,0,3,6525.0
8325, 36 months,11.44,274.29,B,10+ years,RENT,50000.0,Source Verified,debt_consolidation,5.98,0.0,Current,0,1,10,2,1,1,0.0
31075, 36 months,10.42,1008.85,B,10+ years,RENT,960000.0,Verified,credit_card,9.85,0.0,Current,0,1,10,2,0,3,72000.0
32000, 36 months,14.99,1109.14,C,4 years,RENT,66000.0,Verified,debt_consolidation,28.91,0.0,Charged Off,0,2,4,2,0,1,4950.0
15000, 36 months,15.61,524.48,D,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,33.59,0.0,Fully Paid,0,3,10,0,1,1,0.0
18000, 60 months,13.33,412.61,C,10+ years,RENT,47300.0,Verified,debt_consolidation,31.87,0.0,Fully Paid,1,2,10,2,0,1,0.0
16000, 60 months,13.98,372.13,C,1 year,RENT,55000.0,Source Verified,debt_consolidation,28.47,0.0,Fully Paid,1,2,1,2,1,1,0.0
6000, 36 months,7.39,186.34,A,4 years,MORTGAGE,82000.0,Not Verified,credit_card,10.77,0.0,Fully Paid,0,0,4,0,2,3,6150.0
30000, 36 months,14.08,1026.5,C,10+ years,MORTGAGE,225000.0,Verified,credit_card,28.75,0.0,Current,0,2,10,0,0,3,16875.0
8400, 36 months,13.59,285.43,C,3 years,MORTGAGE,53000.0,Source Verified,other,23.48,0.0,Current,0,2,3,0,1,0,0.0
28000, 36 months,11.44,922.53,B,10+ years,MORTGAGE,95000.0,Not Verified,debt_consolidation,21.74,1.0,Current,0,1,10,0,2,1,7125.0
10000, 36 months,11.99,332.1,B,10+ years,OWN,29000.0,Source Verified,debt_consolidation,24.79,1.0,Charged Off,0,1,10,1,1,1,0.0
13750, 36 months,10.65,447.89,B,2 years,OWN,105000.0,Source Verified,debt_consolidation,16.83,0.0,Fully Paid,0,1,2,1,1,1,7875.0
6025, 36 months,8.99,191.57,B,10+ years,RENT,43000.0,Source Verified,credit_card,8.71,0.0,Current,0,1,10,2,1,3,0.0
18000, 60 months,15.05,428.7,C,7 years,MORTGAGE,104000.0,Source Verified,debt_consolidation,30.07,1.0,Current,1,2,7,0,1,1,7800.0
19000, 60 months,11.99,422.55,C,< 1 year,RENT,75000.0,Not Verified,credit_card,6.58,0.0,Fully Paid,1,2,0,2,2,3,5625.0
10000, 60 months,17.58,251.66,D,4 years,OWN,70000.0,Source Verified,debt_consolidation,15.09,1.0,Fully Paid,1,3,4,1,1,1,5250.0
1400, 36 months,19.03,51.34,D,10+ years,RENT,35000.0,Source Verified,other,19.51,0.0,Fully Paid,0,3,10,2,1,0,0.0
25000, 36 months,8.46,788.73,A,10+ years,MORTGAGE,204000.0,Source Verified,debt_consolidation,9.3,0.0,Current,0,0,10,0,1,1,15300.0
33000, 36 months,6.11,1005.57,A,< 1 year,MORTGAGE,169000.0,Not Verified,debt_consolidation,8.13,0.0,Current,0,0,0,0,2,1,12675.0
8000, 36 months,16.02,281.34,C,10+ years,RENT,91642.0,Not Verified,credit_card,17.53,0.0,Current,0,2,10,2,2,3,6873.15
5000, 36 months,7.46,155.44,A,1 year,MORTGAGE,120000.0,Not Verified,home_improvement,18.31,0.0,Fully Paid,0,0,1,0,2,2,9000.0
5300, 36 months,21.45,200.91,D,2 years,OWN,55000.0,Source Verified,other,16.08,1.0,Current,0,3,2,1,1,0,0.0
3000, 36 months,10.42,97.4,B,10+ years,MORTGAGE,38000.0,Source Verified,home_improvement,14.75,1.0,Current,0,1,10,0,1,2,0.0
15000, 60 months,28.72,473.58,F,10+ years,MORTGAGE,40000.0,Not Verified,other,27.21,0.0,Current,1,5,10,0,2,0,0.0
7200, 36 months,7.97,225.53,A,4 years,RENT,67000.0,Not Verified,home_improvement,12.04,1.0,Current,0,0,4,2,2,2,5025.0
7000, 36 months,11.99,232.47,B,10+ years,RENT,95000.0,Source Verified,home_improvement,15.11,0.0,Current,0,1,10,2,1,2,7125.0
8250, 36 months,14.65,284.58,C,2 years,OWN,44800.0,Not Verified,debt_consolidation,28.05,0.0,Fully Paid,0,2,2,1,2,1,0.0
12800, 60 months,12.39,287.26,C,10+ years,MORTGAGE,55000.0,Source Verified,credit_card,23.19,0.0,Charged Off,1,2,10,0,1,3,0.0
40000, 60 months,10.41,857.98,B,4 years,MORTGAGE,240000.0,Source Verified,home_improvement,13.71,0.0,Current,1,1,4,0,1,2,18000.0
30000, 60 months,13.59,691.69,C,< 1 year,MORTGAGE,75000.0,Source Verified,credit_card,25.12,0.0,Charged Off,1,2,0,0,1,3,5625.0
10000, 60 months,13.33,229.23,C,5 years,MORTGAGE,65300.0,Verified,debt_consolidation,27.09,0.0,Charged Off,1,2,5,0,0,1,4897.5
20000, 60 months,25.82,596.68,E,3 years,MORTGAGE,48000.0,Verified,debt_consolidation,26.33,0.0,Current,1,4,3,0,0,1,0.0
6000, 36 months,9.17,191.28,B,10+ years,RENT,89000.0,Source Verified,debt_consolidation,10.63,2.0,Fully Paid,0,1,10,2,1,1,6675.0
11200, 60 months,17.86,283.56,D,8 years,RENT,70000.0,Source Verified,debt_consolidation,11.55,0.0,Fully Paid,1,3,8,2,1,1,5250.0
2500, 36 months,11.49,82.43,B,10+ years,RENT,42000.0,Source Verified,debt_consolidation,14.03,0.0,Current,0,1,10,2,1,1,0.0
10000, 36 months,21.45,379.07,D,3 years,MORTGAGE,40000.0,Verified,other,13.5,0.0,Late (31-120 days),0,3,3,0,0,0,0.0
6000, 36 months,11.99,199.26,B,5 years,MORTGAGE,40000.0,Source Verified,credit_card,35.48,0.0,Fully Paid,0,1,5,0,1,3,0.0
8000, 36 months,7.26,247.97,A,10+ years,MORTGAGE,80000.0,Source Verified,home_improvement,16.37,0.0,Fully Paid,0,0,10,0,1,2,6000.0
15000, 36 months,8.49,473.45,B,4 years,MORTGAGE,85000.0,Source Verified,credit_card,4.69,0.0,Fully Paid,0,1,4,0,1,3,6375.0
19300, 60 months,17.27,482.47,D,1 year,OWN,42000.0,Not Verified,credit_card,24.44,0.0,Charged Off,1,3,1,1,2,3,0.0
20000, 36 months,13.99,683.46,C,1 year,MORTGAGE,126000.0,Verified,debt_consolidation,21.27,0.0,Fully Paid,0,2,1,0,0,1,9450.0
25450, 60 months,17.27,636.2,C,4 years,MORTGAGE,300000.0,Source Verified,home_improvement,5.25,0.0,Fully Paid,1,2,4,0,1,2,22500.0
25000, 36 months,6.11,761.8,A,5 years,RENT,107000.0,Not Verified,credit_card,6.74,0.0,Current,0,0,5,2,2,3,8025.0
14900, 36 months,18.24,540.47,D,4 years,RENT,51890.0,Not Verified,debt_consolidation,27.1,0.0,Charged Off,0,3,4,2,2,1,0.0
2400, 36 months,15.05,83.26,C,10+ years,RENT,72000.0,Source Verified,other,13.63,0.0,Current,0,2,10,2,1,0,5400.0
15000, 36 months,12.99,505.34,C,3 years,RENT,90000.0,Source Verified,debt_consolidation,14.4,7.0,Charged Off,0,2,3,2,1,1,6750.0
32000, 36 months,8.24,1006.32,B,6 years,MORTGAGE,159000.0,Verified,credit_card,19.06,0.0,Current,0,1,6,0,0,3,11925.0
38150, 60 months,17.97,968.14,D,10+ years,MORTGAGE,70000.0,Source Verified,debt_consolidation,14.35,0.0,Current,1,3,10,0,1,1,5250.0
35000, 36 months,16.91,1246.28,C,10+ years,RENT,135000.0,Source Verified,debt_consolidation,23.25,0.0,Current,0,2,10,2,1,1,10125.0
24000, 60 months,12.99,545.96,C,9 years,MORTGAGE,130000.0,Source Verified,credit_card,24.4,0.0,Charged Off,1,2,9,0,1,3,9750.0
35000, 60 months,21.99,966.47,F,2 years,MORTGAGE,93000.0,Verified,debt_consolidation,19.56,0.0,Charged Off,1,5,2,0,0,1,6975.0
12000, 36 months,9.99,387.15,B,10+ years,RENT,32968.26,Source Verified,debt_consolidation,10.01,0.0,Fully Paid,0,1,10,2,1,1,0.0
20000, 36 months,16.91,712.16,C,< 1 year,MORTGAGE,37000.0,Verified,debt_consolidation,64.45,1.0,Current,0,2,0,0,0,1,0.0
35000, 36 months,11.55,1155.0,B,10+ years,MORTGAGE,150000.0,Verified,credit_card,21.17,0.0,Current,0,1,10,0,0,3,11250.0
6600, 36 months,10.33,180.76,B,10+ years,RENT,30004.0,Not Verified,other,13.88,0.0,Fully Paid,0,1,10,2,2,0,0.0
5000, 36 months,18.94,183.13,D,,RENT,40000.0,Not Verified,other,25.26,0.0,Current,0,3,-1,2,2,0,0.0
25600, 60 months,11.44,562.24,B,4 years,MORTGAGE,200000.0,Verified,debt_consolidation,17.06,0.0,Fully Paid,1,1,4,0,0,1,15000.0
5000, 36 months,13.18,168.91,C,4 years,MORTGAGE,55000.0,Source Verified,debt_consolidation,15.16,0.0,Charged Off,0,2,4,0,1,1,0.0
2000, 36 months,18.25,72.56,E,8 years,RENT,23000.0,Not Verified,vacation,38.94,1.0,Fully Paid,0,4,8,2,2,8,0.0
18500, 36 months,10.91,604.88,B,10+ years,RENT,75000.0,Source Verified,credit_card,14.44,1.0,Current,0,1,10,2,1,3,5625.0
10000, 36 months,11.99,332.1,B,3 years,RENT,50000.0,Not Verified,credit_card,18.39,2.0,Fully Paid,0,1,3,2,2,3,0.0
30000, 60 months,11.39,658.13,B,10+ years,MORTGAGE,127000.0,Verified,home_improvement,8.76,0.0,Current,1,1,10,0,0,2,9525.0
8000, 36 months,15.61,279.72,D,3 years,MORTGAGE,36796.0,Source Verified,debt_consolidation,33.59,1.0,Charged Off,0,3,3,0,1,1,0.0
15500, 36 months,7.49,482.08,A,,MORTGAGE,85000.0,Not Verified,debt_consolidation,26.68,0.0,Fully Paid,0,0,-1,0,2,1,6375.0
32000, 60 months,13.59,737.8,C,10+ years,RENT,75000.0,Not Verified,debt_consolidation,9.63,0.0,Current,1,2,10,2,2,1,5625.0
9600, 36 months,9.16,306.0,B,5 years,MORTGAGE,93000.0,Source Verified,debt_consolidation,15.56,0.0,Current,0,1,5,0,1,1,6975.0
7000, 36 months,11.49,230.8,B,4 years,MORTGAGE,42000.0,Verified,credit_card,26.06,0.0,Fully Paid,0,1,4,0,0,3,0.0
12000, 36 months,18.49,436.79,D,2 years,MORTGAGE,200000.0,Not Verified,home_improvement,13.1,5.0,Fully Paid,0,3,2,0,2,2,15000.0
25175, 36 months,12.74,845.1,C,3 years,RENT,174566.0,Source Verified,debt_consolidation,8.84,0.0,In Grace Period,0,2,3,2,1,1,13092.45
11000, 36 months,7.35,341.42,A,< 1 year,RENT,55000.0,Not Verified,debt_consolidation,16.98,0.0,Fully Paid,0,0,0,2,2,1,0.0
16000, 36 months,10.49,519.97,B,10+ years,MORTGAGE,177600.0,Not Verified,debt_consolidation,7.45,2.0,Fully Paid,0,1,10,0,2,1,13320.0
12000, 36 months,6.49,367.74,A,2 years,RENT,91000.0,Not Verified,debt_consolidation,11.12,0.0,Fully Paid,0,0,2,2,2,1,6825.0
12500, 60 months,12.62,281.99,C,4 years,RENT,44000.0,Not Verified,debt_consolidation,13.83,0.0,Current,1,2,4,2,2,1,0.0
25000, 36 months,8.08,784.34,A,7 years,RENT,125000.0,Source Verified,debt_consolidation,16.23,0.0,Current,0,0,7,2,1,1,9375.0
10000, 36 months,11.67,330.57,B,10+ years,OWN,75000.0,Source Verified,debt_consolidation,11.49,0.0,Fully Paid,0,1,10,1,1,1,5625.0
5500, 36 months,6.19,167.8,A,10+ years,MORTGAGE,30000.0,Not Verified,moving,3.72,0.0,Current,0,0,10,0,2,10,0.0
3600, 36 months,7.84,112.55,A,10+ years,RENT,105000.0,Not Verified,vacation,9.57,0.0,Current,0,0,10,2,2,8,7875.0
9600, 36 months,14.07,328.44,C,9 years,RENT,28000.0,Not Verified,debt_consolidation,14.23,1.0,Current,0,2,9,2,2,1,0.0
4400, 36 months,22.4,168.95,E,9 years,RENT,39999.6,Not Verified,debt_consolidation,4.89,0.0,Fully Paid,0,4,9,2,2,1,0.0
9600, 36 months,13.11,323.98,B,,MORTGAGE,52000.0,Verified,credit_card,20.72,0.0,Fully Paid,0,1,-1,0,0,3,0.0
10000, 36 months,11.55,330.0,B,8 years,MORTGAGE,63079.0,Not Verified,debt_consolidation,18.57,1.0,Fully Paid,0,1,8,0,2,1,0.0
18000, 60 months,18.99,466.84,D,10+ years,RENT,60000.0,Source Verified,debt_consolidation,11.82,0.0,Fully Paid,1,3,10,2,1,1,0.0
40000, 60 months,13.99,930.53,C,10+ years,MORTGAGE,145000.0,Verified,debt_consolidation,24.01,0.0,Current,1,2,10,0,0,1,10875.0
35000, 36 months,12.69,1174.07,C,5 years,MORTGAGE,275000.0,Verified,debt_consolidation,13.26,0.0,Fully Paid,0,2,5,0,0,1,20625.0
10000, 36 months,14.47,344.07,C,10+ years,RENT,75000.0,Source Verified,credit_card,11.92,0.0,Current,0,2,10,2,1,3,5625.0
35000, 36 months,5.32,1054.02,A,10+ years,MORTGAGE,167000.0,Source Verified,debt_consolidation,19.86,0.0,Current,0,0,10,0,1,1,12525.0
24000, 36 months,5.32,722.76,A,2 years,RENT,125000.0,Source Verified,debt_consolidation,7.52,0.0,Current,0,0,2,2,1,1,9375.0
8000, 36 months,16.91,284.87,C,10+ years,MORTGAGE,90000.0,Source Verified,medical,33.61,0.0,Current,0,2,10,0,1,6,6750.0
10000, 36 months,11.39,329.24,B,9 years,MORTGAGE,45000.0,Not Verified,debt_consolidation,34.13,0.0,Fully Paid,0,1,9,0,2,1,0.0
18000, 36 months,11.99,597.78,B,,MORTGAGE,135000.0,Source Verified,debt_consolidation,22.08,0.0,Current,0,1,-1,0,1,1,10125.0
22000, 60 months,18.06,559.38,D,10+ years,RENT,48000.0,Verified,credit_card,21.1,3.0,Current,1,3,10,2,0,3,0.0
7550, 36 months,7.62,235.27,A,5 years,MORTGAGE,30144.0,Source Verified,wedding,14.61,0.0,Fully Paid,0,0,5,0,1,11,0.0
36000, 36 months,10.47,1169.58,B,10+ years,RENT,285000.0,Verified,debt_consolidation,20.22,0.0,Current,0,1,10,2,0,1,21375.0
22600, 60 months,10.9,490.26,B,10+ years,RENT,74880.0,Verified,other,28.32,0.0,Current,1,1,10,2,0,0,5616.0
5000, 36 months,15.31,174.09,C,10+ years,MORTGAGE,90000.0,Not Verified,major_purchase,10.27,1.0,Fully Paid,0,2,10,0,2,7,6750.0
27225, 36 months,16.99,970.52,D,7 years,MORTGAGE,120000.0,Verified,debt_consolidation,35.46,0.0,Fully Paid,0,3,7,0,0,1,9000.0
3500, 36 months,7.89,109.5,A,< 1 year,MORTGAGE,75000.0,Source Verified,debt_consolidation,13.46,0.0,Current,0,0,0,0,1,1,5625.0
10000, 36 months,14.47,344.07,C,8 years,RENT,60000.0,Source Verified,credit_card,16.36,0.0,Current,0,2,8,2,1,3,0.0
25000, 36 months,23.4,972.97,E,< 1 year,RENT,120000.0,Source Verified,credit_card,12.33,1.0,Current,0,4,0,2,1,3,9000.0
16000, 36 months,7.12,494.92,A,6 years,RENT,55000.0,Source Verified,credit_card,17.35,0.0,Charged Off,0,0,6,2,1,3,0.0
28000, 60 months,12.69,632.66,C,8 years,MORTGAGE,82000.0,Not Verified,debt_consolidation,25.11,0.0,Charged Off,1,2,8,0,2,1,6150.0
35000, 36 months,7.26,1084.87,A,3 years,MORTGAGE,140000.0,Source Verified,credit_card,16.64,0.0,Fully Paid,0,0,3,0,1,3,10500.0
4000, 36 months,12.21,133.26,B,1 year,RENT,45000.0,Source Verified,other,19.81,0.0,Fully Paid,0,1,1,2,1,0,0.0
5000, 36 months,11.22,164.22,B,2 years,RENT,37000.0,Source Verified,moving,12.88,0.0,Fully Paid,0,1,2,2,1,10,0.0
22725, 36 months,18.06,822.25,D,9 years,MORTGAGE,290000.0,Source Verified,major_purchase,13.8,0.0,Current,0,3,9,0,1,7,21750.0
6400, 36 months,9.49,204.99,B,5 years,RENT,32000.0,Not Verified,credit_card,5.62,0.0,Current,0,1,5,2,2,3,0.0
10800, 60 months,21.49,295.17,D,2 years,RENT,69000.0,Not Verified,debt_consolidation,25.97,0.0,Charged Off,1,3,2,2,2,1,5175.0
12000, 60 months,14.07,279.66,C,6 years,MORTGAGE,120000.0,Verified,other,8.88,0.0,Current,1,2,6,0,0,0,9000.0
7750, 36 months,15.31,269.84,C,3 years,MORTGAGE,37000.0,Verified,debt_consolidation,22.09,0.0,Fully Paid,0,2,3,0,0,1,0.0
11000, 60 months,30.17,357.04,F,1 year,OWN,60000.0,Verified,medical,7.18,2.0,Current,1,5,1,1,0,6,0.0
10500, 36 months,10.72,342.37,B,10+ years,MORTGAGE,32000.0,Not Verified,other,27.87,0.0,Current,0,1,10,0,2,0,0.0
37000, 36 months,6.11,1127.46,A,6 years,RENT,130000.0,Verified,debt_consolidation,9.76,0.0,Current,0,0,6,2,0,1,9750.0
21000, 60 months,21.0,568.13,E,4 years,OWN,60000.0,Verified,credit_card,34.6,0.0,Charged Off,1,4,4,1,0,3,0.0
25000, 36 months,11.99,830.24,C,4 years,MORTGAGE,100000.0,Not Verified,medical,10.33,2.0,Fully Paid,0,2,4,0,2,6,7500.0
12000, 36 months,7.97,375.88,A,4 years,RENT,42000.0,Not Verified,debt_consolidation,15.06,0.0,Current,0,0,4,2,2,1,0.0
5000, 36 months,12.29,166.77,C,3 years,RENT,80400.0,Not Verified,debt_consolidation,11.18,1.0,Fully Paid,0,2,3,2,2,1,6030.0
6000, 36 months,10.99,196.41,B,9 years,MORTGAGE,120000.0,Source Verified,home_improvement,17.56,3.0,Fully Paid,0,1,9,0,1,2,9000.0
10000, 36 months,18.94,366.26,D,6 years,RENT,29000.0,Source Verified,debt_consolidation,27.61,0.0,Current,0,3,6,2,1,1,0.0
21000, 36 months,9.49,672.6,B,10+ years,RENT,90000.0,Source Verified,debt_consolidation,19.62,1.0,Fully Paid,0,1,10,2,1,1,6750.0
25000, 60 months,19.53,655.83,D,8 years,OWN,117000.0,Not Verified,home_improvement,12.4,2.0,Charged Off,1,3,8,1,2,2,8775.0
8000, 36 months,12.49,267.6,B,10+ years,MORTGAGE,55000.0,Not Verified,debt_consolidation,14.9,0.0,Fully Paid,0,1,10,0,2,1,0.0
20000, 36 months,11.99,664.2,B,10+ years,RENT,150000.0,Source Verified,debt_consolidation,7.26,0.0,Current,0,1,10,2,1,1,11250.0
12000, 36 months,6.99,370.48,A,,MORTGAGE,42000.0,Verified,home_improvement,3.4,0.0,Fully Paid,0,0,-1,0,0,2,0.0
5000, 36 months,14.08,171.09,C,,RENT,40000.0,Verified,debt_consolidation,26.09,0.0,Current,0,2,-1,2,0,1,0.0
20000, 60 months,15.05,476.33,C,< 1 year,RENT,80000.0,Verified,debt_consolidation,21.87,1.0,In Grace Period,1,2,0,2,0,1,6000.0
15000, 60 months,17.27,374.97,D,10+ years,MORTGAGE,91000.0,Not Verified,debt_consolidation,13.24,1.0,Current,1,3,10,0,2,1,6825.0
11200, 60 months,11.39,245.7,B,3 years,MORTGAGE,74000.0,Not Verified,debt_consolidation,22.82,0.0,Current,1,1,3,0,2,1,5550.0
